,Country_Region,Confirmed,Deaths
508,Peru,70196,3239
509,Peru,66032,2256
510,Peru,33866,1752
511,Peru,45826,3301
512,Peru,2784,195
513,Philippines,4077452,66188
514,Poland,6444960,119010
515,Portugal,5570473,26266
516,Qatar,495090,688
517,Romania,3346046,67736
518,Russia,54892,1029
519,Russia,320691,8861
520,Russia,40254,631
521,Russia,129144,766
522,Russia,277116,1795
523,Russia,134664,3121
524,Russia,356814,6020
525,Russia,168582,2336
526,Russia,188152,4146
527,Russia,155600,3124
528,Russia,47057,1076
529,Russia,404282,8277
530,Russia,7457,45
531,Russia,110947,4716
532,Russia,103374,3631
533,Russia,43591,553
534,Russia,364565,8711
535,Russia,134774,3247
536,Russia,22510,562
537,Russia,74999,1935
538,Russia,201778,2080
539,Russia,60000,843
540,Russia,125656,1454
541,Russia,45835,629
542,Russia,51990,991
543,Russia,166710,1526
544,Russia,218261,2917
545,Russia,229418,1565
546,Russia,104162,2428
547,Russia,263154,2608
548,Russia,167182,1101
549,Russia,195725,3264
550,Russia,103604,1480
551,Russia,351663,11159
552,Russia,432528,11285
553,Russia,126942,1552
554,Russia,152631,2540
555,Russia,248849,3510
556,Russia,180099,3959
557,Russia,22734,395
558,Russia,52514,1087
559,Russia,86196,1396
560,Russia,3439248,48306
561,Russia,1142918,15476
562,Russia,147748,3412
563,Russia,8423,104
564,Russia,512578,11843
565,Russia,46439,1280
566,Russia,118176,1071
567,Russia,314863,5758
568,Russia,237613,4623
569,Russia,137045,1981
570,Russia,243942,4030
571,Russia,227708,6235
572,Russia,464121,9262
573,Russia,214604,1966
574,Russia,127429,1965
575,Russia,446218,11081
576,Russia,152902,3499
577,Russia,1889985,37204
578,Russia,220267,2142
579,Russia,70212,834
580,Russia,519743,8235
581,Russia,313794,6001
582,Russia,147340,3196
583,Russia,252978,7128
584,Russia,582157,10936
585,Russia,140923,2530
586,Russia,199811,2010
587,Russia,163415,983
588,Russia,191150,5366
589,Russia,186301,2772
590,Russia,265894,4371
591,Russia,54106,358
592,Russia,241017,3977
593,Russia,229351,4820
594,Russia,181641,3607
595,Russia,269046,6915
596,Russia,222415,3894
597,Russia,484179,8621
598,Russia,154098,1060
599,Russia,193517,2896
600,Russia,193447,2379
601,Rwanda,133194,1468
602,Saint Kitts and Nevis,6597,47
603,Saint Lucia,30004,409
604,Saint Vincent and the Grenadines,9589,123
605,Samoa,16607,29
606,San Marino,23616,122
607,Sao Tome and Principe,6281,77
608,Saudi Arabia,830127,9618
609,Senegal,88926,1971
610,Serbia,2500142,17881
611,Seychelles,50665,172
612,Sierra Leone,7760,126
613,Singapore,2235294,1722
614,Slovakia,2667551,21035
615,Slovenia,1331707,7078
616,Solomon Islands,24575,153
617,Somalia,27324,1361
618,South Africa,4067067,102595
619,South Sudan,18368,138
620,Spain,1633494,15575
621,Spain,465284,5448
622,Spain,265836,3460
623,Spain,315314,1628
624,Spain,1587186,10391
625,Spain,465160,2270
626,Spain,162858,989
627,Spain,611185,8110
628,Spain,848587,9433
629,Spain,2682569,21125
630,Spain,24701,194
631,Spain,310495,2719
632,Spain,752348,4070
633,Spain,111161,965
634,Spain,1989045,20608
635,Spain,25460,170
636,Spain,465199,2545
637,Spain,258093,1762
638,Spain,796454,8017
639,Spain,0,0
640,Sri Lanka,672039,16830
641,Sudan,63829,5017
642,Summer Olympics 2020,865,0
643,Suriname,82467,1404
644,Sweden,32341,212
645,Sweden,81036,663
646,Sweden,76018,841
647,Sweden,12356,101
648,Sweden,113192,651
649,Sweden,35377,225
650,Sweden,92621,859
651,Sweden,65694,455
652,Sweden,54019,445
653,Sweden,52095,557
654,Sweden,104344,628
655,Sweden,101906,1031
656,Sweden,357548,2996
657,Sweden,71803,794
658,Sweden,620000,6239
659,Sweden,97754,823
660,Sweden,73008,515
661,Sweden,62564,464
662,Sweden,58776,791
663,Sweden,81139,642
664,Sweden,455748,3845
665,Switzerland,4413911,14210
666,Syria,57467,3164
667,Taiwan*,9970937,17672
668,Tajikistan,17786,125
669,Tanzania,42906,846
670,Thailand,4728182,33918
671,Timor-Leste,23419,138
672,Togo,39396,290
673,Tonga,16810,13
674,Trinidad and Tobago,189918,4355
675,Tunisia,1151126,29341
676,Turkey,17042722,101492
677,Tuvalu,2805,0
678,US,19790,232
679,US,69860,727
680,US,7485,103
681,US,8091,109
682,US,18704,261
683,US,3030,54
684,US,6551,132
685,US,41421,680
686,US,10859,172
687,US,6755,89
688,US,13009,219
689,US,2259,39
690,US,8553,107
691,US,5162,93
692,US,4428,72
693,US,17185,245
694,US,21291,279
695,US,3604,76
696,US,3776,64
697,US,11804,261
698,US,4738,110
699,US,31520,398
700,US,16507,245
701,US,11031,259
702,US,22522,345
703,US,29837,362
704,US,12367,179
705,US,34229,692
706,US,5887,100
707,US,12033,154
708,US,7969,172
709,US,2309,54
710,US,5728,110
711,US,5866,79
712,US,32660,531
713,US,18379,256
714,US,238727,2535
715,US,4737,73
716,US,30406,420
717,US,9389,181
718,US,47646,372
719,US,32150,320
720,US,3370,80
721,US,5293,90
722,US,116086,1060
723,US,6093,116
724,US,10113,160
725,US,32967,410
726,US,134986,1802
727,US,6742,88
728,US,73840,1010
729,US,46540,551
730,US,0,0
731,US,2673,49
732,US,6339,122
733,US,9264,142
734,US,6527,79
735,US,13030,100
736,US,78112,482
737,US,33302,441
738,US,3176,55
739,US,28602,397
740,US,14611,253
741,US,70976,854
742,US,0,0
743,US,24154,480
744,US,4397,61
745,US,3659,48
746,US,9427,141
747,US,1332,5
748,US,2003,3
749,US,124334,612
750,US,13021,47
751,US,0,0
752,US,1240,1
753,US,2407,13
754,US,1326,11
755,US,1803,2
756,US,2271,13
757,US,33699,172
758,US,798,1
759,US,11995,29
760,US,22694,130
761,US,5148,27
762,US,5899,13
763,US,4952,15
764,US,40792,277
765,US,7617,7
766,US,5532,17
767,US,5794,22
768,US,940,8
769,US,1848,10
770,US,3521,10
771,US,675,0
772,US,2482,21
773,US,6,0
774,US,0,0
775,US,786,2
776,US,983,5
777,US,1757,13
778,US,8320,34
779,US,36336,639
780,US,39086,643
781,US,52821,526
782,US,21401,415
783,US,14101,189
784,US,2717,40
785,US,5950,159
786,US,1530296,18846
787,US,67291,1669
788,US,48374,971
789,US,0,0
790,US,317052,4301
791,US,156974,1814
792,US,19628,245
793,US,0,0
794,US,60313,1388
795,US,71174,1257
796,US,7009,95
797,US,6249,82
798,US,10722,283
799,US,77394,1002
800,US,11277,203
801,US,3595,57
802,US,1194,14
803,US,7284,123
804,US,3126,65
805,US,6412,92
806,US,5146,101
807,US,8055,148
808,US,2677,42
809,US,6794,105
810,US,6606,84
811,US,47352,388
812,US,18657,295
813,US,16702,246
814,US,5745,104
815,US,2071,41
816,US,3656,44
817,US,5638,84
818,US,42997,358
819,US,4488,82
820,US,3108,99
821,US,27083,581
822,US,5252,65
823,US,19801,201
824,US,5638,83
825,US,13058,161
826,US,4657,64
827,US,12797,231
828,US,4712,78
829,US,7280,76
830,US,22364,316
831,US,8197,103
832,US,1507,30
833,US,6526,90
834,US,3344,68
835,US,5502,70
836,US,3888,109
837,US,6069,91
838,US,23994,270
839,US,4857,69
840,US,4100,95
841,US,11628,210
842,US,16411,235
843,US,2309,39
844,US,1770,67
845,US,2770,47
846,US,2051,54
847,US,6776,126
848,US,3017,43
849,US,5887,106
850,US,2964,49
851,US,10113,139
852,US,4652,160
853,US,20964,230
854,US,2416,46
855,US,127945,1322
856,US,6456,107
857,US,37142,395
858,US,2852,49
859,US,2562,53
860,US,39338,587
861,US,7125,84
862,US,5714,123
863,US,8565,110
864,US,3702,80
865,US,33605,0
866,US,11292,204
867,US,4340,67
868,US,80947,709
869,US,27120,340
870,US,2274,33
871,US,7596,118
872,US,402160,2192
873,US,143,0
874,US,11553,99
875,US,51967,487
876,US,9650,140
877,US,5346,22
878,US,295633,1559
879,US,8405,60
880,US,39170,245
881,US,329460,3001
882,US,7811,58
883,US,29324,170
884,US,88972,978
885,US,6072,63
886,US,310792,2625
887,US,67356,481
888,US,14941,157
889,US,11319,66
890,US,3710586,35545
891,US,55217,388
892,US,54908,317
893,US,4545,42
894,US,21739,143
895,US,89409,903
896,US,1327,11
897,US,3633,8
898,US,122120,804
899,US,35992,170
900,US,22495,133
901,US,788663,7971
902,US,0,0
903,US,91376,682
904,US,4290,15
905,US,776620,6853
906,US,409095,3719
907,US,18800,117
908,US,745179,8170
909,US,1067659,5799
910,US,209846,1178
911,US,227031,2421
912,US,74632,561
913,US,194587,912
914,US,119952,763
915,US,497526,2727
916,US,72428,276
917,US,44785,607
918,US,372,5
919,US,8908,96
920,US,122718,482
921,US,119546,556
922,US,168343,1845
923,US,28309,241
924,US,17875,234
925,US,1981,24
926,US,168754,1578
927,US,17914,203
928,US,4384,0
929,US,239184,1679
930,US,54973,443
931,US,21924,135
932,US,166371,1466
933,US,5953,68
934,US,197066,1368
935,US,3534,24
936,US,1027,17
937,US,3004,50
938,US,91179,447
939,US,18376,133
940,US,5662,56
941,US,392,12
942,US,1931,13
943,US,2303,58
944,US,961,19
945,US,3558,33
946,US,837,23
947,US,7202,161
948,US,224919,1524
949,US,424,8
950,US,100968,498
951,US,18833,39
952,US,237195,1904
953,US,5836,48
954,US,18767,210
955,US,18041,104
956,US,1171,7
957,US,4053,30
958,US,3970,16
959,US,161,0
960,US,1764,41
961,US,195,0
962,US,160677,1554
963,US,392,6
964,US,1877,32
965,US,15836,99
966,US,2203,2
967,US,109313,606
968,US,4408,51
969,US,2382,11
970,US,8661,119
971,US,51841,639
972,US,303,4
973,US,3738,55
974,US,7673,90
975,US,11179,183
976,US,6973,148
977,US,5320,137
978,US,1118,6
979,US,0,0
980,US,3499,24
981,US,1123,20
982,US,8081,9
983,US,3226,52
984,US,61961,880
985,US,2236,15
986,US,3634,47
987,US,7882,34
988,US,1524,12
989,US,316,0
990,US,2713,8
991,US,582,12
992,US,12072,15
993,US,5913,67
994,US,261,25
995,US,1262,35
996,US,106227,780
997,US,2342,27
998,US,264399,3017
999,US,237105,3494
1000,US,41816,532
1001,US,38840,547
1002,US,257919,3165
1003,US,73980,784
1004,US,27913,317
1005,US,3271,9
1006,US,31414,355
1007,US,64447,724
1008,US,186969,1608
1009,US,78267,992
1010,US,1110,0
1011,US,49,0
1012,US,177945,1432
1013,US,89806,833
1014,US,10746,154
1015,US,56189,894
1016,US,9245,177
1017,US,175277,2513
1018,US,774980,6770
1019,US,4939,111
1020,US,48860,1009
1021,US,39070,1146
1022,US,67269,979
1023,US,106604,1174
1024,US,25731,472
1025,US,11287,175
1026,US,4938,89
1027,US,319149,3872
1028,US,98081,1479
1029,US,29013,438
1030,US,3580,58
1031,US,17803,246
1032,US,5663,109
1033,US,2311,38
1034,US,5043,90
1035,US,4585,64
1036,US,10362,141
1037,US,13827,174
1038,US,53794,1286
1039,US,30739,807
1040,US,479640,4409
1041,US,6384,107
1042,US,42698,763
1043,US,18364,301
1044,US,5046,70
1045,US,3157,65
1046,US,109346,1811
1047,US,243110,2557
1048,US,114380,794
1049,US,12803,192
1050,US,2997,31
1051,US,7053,108
1052,US,123507,1743
1053,US,105662,2497
1054,US,40724,768
1055,US,1552197,12285
1056,US,22919,138
1057,US,27713,355
1058,US,62183,768
1059,US,12495,200
1060,US,475796,3301
1061,US,144497,1273
1062,US,481679,6031
1063,US,159816,2280
1064,US,277006,4065
1065,US,260300,3450
1066,US,21209,469
1067,US,59416,695
1068,US,122219,2063
1069,US,132095,1282
1070,US,78720,706
1071,US,96060,1413
1072,US,30228,720
1073,US,16028,360
1074,US,8109,116
1075,US,3307,396
1076,US,5131,126
1077,US,151166,2341
1078,US,12188,143
1079,US,20605,236
1080,US,7746,124
1081,US,5266,136
1082,US,2449,58
1083,US,4098,82
1084,US,654,15
1085,US,11199,262
1086,US,4586,101
1087,US,26052,291
1088,US,35396,488
1089,US,4991,125
1090,US,5876,96
1091,US,45403,836
1092,US,3938,111
1093,US,4689,116
1094,US,4061,101
1095,US,11203,112
1096,US,17869,283
1097,US,6296,124
1098,US,7680,181
1099,US,1571,25
1100,US,13653,140
1101,US,2581,110
1102,US,28396,500
1103,US,16998,205
1104,US,3485,65
1105,US,79653,1042
1106,US,7924,24
1107,US,7581,152
1108,US,75790,713
1109,US,35334,264
1110,US,625,7
1111,US,77902,1095
1112,US,2457,46
1113,US,216663,2102
1114,US,11781,308
1115,US,13042,278
1116,US,43298,438
1117,US,5707,83
1118,US,41221,527
1119,US,2225,64
1120,US,5596,146
1121,US,3942,44
1122,US,8345,108
1123,US,192315,1980
1124,US,8566,144
1125,US,5942,174
1126,US,2844,76
1127,US,24389,577
1128,US,43478,462
1129,US,3126,65
1130,US,1059,12
1131,US,16399,217
1132,US,5334,121
1133,US,6781,168
1134,US,2836,70
1135,US,5768,180
1136,US,29631,387
1137,US,32150,572
1138,US,66837,466
1139,US,6176,116
1140,US,276219,2667
1141,US,8267,199
1142,US,727,31
1143,US,27259,442
1144,US,19761,305
1145,US,6835,114
1146,US,4758,91
1147,US,257462,2122
1148,US,11488,290
1149,US,63629,935
1150,US,1945,91
1151,US,6292,186
1152,US,7114,125
1153,US,5609,112
1154,US,2583,62
1155,US,72008,758
1156,US,49515,545
1157,US,2226,57
1158,US,24990,314
1159,US,3797,83
1160,US,4357,77
1161,US,4238,122
1162,US,1789,69
1163,US,2645,86
1164,US,6040,127
1165,US,5842,131
1166,US,2698,32
1167,US,16454,330
1168,US,8668,113
1169,US,15774,168
1170,US,1838,40
1171,US,3479,36
1172,US,36984,434
1173,US,8941,139
1174,US,2737,54
1175,US,8025,123
1176,US,1872,57
1177,US,6165,114
1178,US,2857,39
1179,US,5576,159
1180,US,2033,32
1181,US,6277,127
1182,US,7074,185
1183,US,2329,57
1184,US,5534,75
1185,US,13523,206
1186,US,45908,928
1187,US,30775,498
1188,US,10559,117
1189,US,3758,65
1190,US,99220,1654
1191,US,46667,477
1192,US,7951,151
1193,US,10130,194
1194,US,6431,144
1195,US,6495,109
1196,US,13752,215
1197,US,2699,84
1198,US,5270,115
1199,US,551,5
1200,US,4116,106
1201,US,1825,50
1202,US,60659,972
1203,US,23742,351
1204,US,1412,11
1205,US,3174,76
1206,US,2510,39
1207,US,19289,452
1208,US,7270,183
1209,US,3287,36
1210,US,8733,190
1211,US,1381,35
1212,US,337,4
1213,US,5725,144
1214,US,2440,53
1215,US,3520,90
1216,US,2547,71
1217,US,13776,235
1218,US,13823,240
1219,US,7999,216
1220,US,3085,127
1221,US,1882,71
1222,US,18779,426
1223,US,3186,65
1224,US,1852,74
1225,US,12410,2
1226,US,6138,182
1227,US,9619,259
1228,US,19976,291
1229,US,26614,480
1230,US,11350,304
1231,US,1291,35
1232,US,5134,141
1233,US,8867,222
1234,US,545,10
1235,US,1590,39
1236,US,8336,185
1237,US,39243,494
1238,US,2414,73
1239,US,2624,55
1240,US,2670,67
1241,US,5532,125
1242,US,103,3
1243,US,61027,420
1244,US,42594,237
1245,US,264197,1355
1246,US,19155,50
1247,US,45510,185
1248,US,9152,14
1249,US,0,0
1250,US,160373,1139
1251,US,819,16
1252,US,24459,273
1253,US,1155,19
1254,US,2770,45
1255,US,11205,175
1256,US,7310,33
1257,US,1297,14
1258,US,10275,201
1259,US,35614,305
1260,US,2416,69
1261,US,555,12
1262,US,182,2
1263,US,70696,738
1264,US,1664,35
1265,US,5610,58
1266,US,118,1
1267,US,2693,40
1268,US,707,9
1269,US,9096,74
1270,US,2594,31
1271,US,2415,30
1272,US,4263,86
1273,US,3932,61
1274,US,3601,59
1275,US,6853,69
1276,US,7118,68
1277,US,47262,669
1278,US,7725,57
1279,US,1796,28
1280,US,1406,32
1281,US,1300,15
1282,US,13800,58
1283,US,4821,71
1284,US,10618,161
1285,US,956,12
1286,US,2613,56
1287,US,6793,92
1288,US,1660,20
1289,US,3119,80
1290,US,2937,9
1291,US,28733,315
1292,US,0,0
1293,US,3146,18
1294,US,2645,61
1295,US,27974,234
1296,US,1574,16
1297,US,5310,31
1298,US,17550,127
1299,US,2873,17
1300,US,10275,136
1301,US,1900,6
1302,US,5022,57
1303,US,5620,38
1304,US,86054,315
1305,US,13026,119
1306,US,5933,54
1307,US,5921,76
1308,US,14392,118
1309,US,18977,189
1310,US,1533935,15289
1311,US,7889,50
1312,US,4004,40
1313,US,5211,42
1314,US,32553,217
1315,US,7943,63
1316,US,289813,1859
1317,US,6660,60
1318,US,2125,29
1319,US,12823,147
1320,US,8753,106
1321,US,5516,71
1322,US,15422,186
1323,US,12788,139
1324,US,1850,20
1325,US,4281,49
1326,US,16326,154
1327,US,2668,32
1328,US,5396,52
1329,US,1447,20
1330,US,1576,19
1331,US,15932,135
1332,US,8886,131
1333,US,20182,143
1334,US,3224,33
1335,US,13589,185
1336,US,7873,80
1337,US,5182,46
1338,US,5572,44
1339,US,166146,1216
1340,US,36784,386
1341,US,41814,171
1342,US,16232,245
1343,US,37187,421
1344,US,210403,1544
1345,US,6844,45
1346,US,11614,92
1347,US,13246,145
1348,US,12678,101
1349,US,40343,373
1350,US,16079,149
1351,US,87637,857
1352,US,14693,223
1353,US,3481,34
1354,US,4730,67
1355,US,4663,73
1356,US,9086,109
1357,US,98211,525
1358,US,64188,332
1359,US,4598,29
1360,US,4931,51
1361,US,11440,135
1362,US,12176,112
1363,US,12381,138
1364,US,4939,51
1365,US,17498,141
1366,US,3,0
1367,US,59913,579
1368,US,9157,101
1369,US,5584,23
1370,US,6159,70
1371,US,1266,9
1372,US,2057,23
1373,US,1421,11
1374,US,12948,135
1375,US,6317,77
1376,US,42574,519
1377,US,10361,106
1378,US,76600,445
1379,US,2474,18
1380,US,1575,14
1381,US,7605,81
1382,US,81204,802
1383,US,1891,39
1384,US,15058,189
1385,US,46151,514
1386,US,66,5065
1387,US,6858,70
1388,US,35285,325
1389,US,4837,30
1390,US,5073,93
1391,US,4140,36
1392,US,6611,94
1393,US,5445,55
1394,US,19530,244
1395,US,216951,1693
1396,US,28971,275
1397,US,100711,901
1398,US,12654,121
1399,US,8751,120
1400,US,124359,1284
1401,US,26876,270
1402,US,2985,28
1403,US,3701,82
1404,US,17386,204
1405,US,2984,63
1406,US,4926,74
1407,US,14090,182
1408,US,41291,435
1409,US,8155,101
1410,US,10719,146
1411,US,3098,41
1412,US,9069,165
1413,US,13654,164
1414,US,16256,150
1415,US,8582,155
1416,US,30191,503
1417,US,15090,179
1418,US,61477,794
1419,US,8378,163
1420,US,24235,331
1421,US,6424,111
1422,US,5205,69
1423,US,5774,115
1424,US,14364,160
1425,US,21036,392
1426,US,9107,153
1427,US,96944,723
1428,US,25238,301
1429,US,13373,166
1430,US,47804,614
1431,US,16226,258
1432,US,30065,489
1433,US,14368,175
1434,US,15182,144
1435,US,11067,163
1436,US,5904,87
1437,US,11231,180
1438,US,8172,119
1439,US,51015,661
1440,US,14246,167
1441,US,22957,256
1442,US,6543,106
1443,US,31801,405
1444,US,134438,2008
1445,US,14516,285
1446,US,39768,701
1447,US,268696,3238
1448,US,14072,217
1449,US,2619,30
1450,US,10908,175
1451,US,34476,325
1452,US,12319,174
1453,US,19602,305
1454,US,3119,74
1455,US,15737,177
1456,US,1769,19
1457,US,5941,106
1458,US,6907,137
1459,US,4345,52
1460,US,5883,73
1461,US,4497,55
1462,US,47697,627
1463,US,7909,63
1464,US,3538,92
1465,US,11196,138
1466,US,7013,163
1467,US,10091,150
1468,US,6084,61
1469,US,9473,115
1470,US,17143,191
1471,US,6156,64
1472,US,84866,967
1473,US,5626,112
1474,US,11487,126
1475,US,6403,86
1476,US,2663,22
1477,US,60936,463
1478,US,3996,94
1479,US,0,274
1480,US,2347,23
1481,US,70796,691
1482,US,4932,82
1483,US,35132,453
1484,US,10451,172
1485,US,2380,30
1486,US,24854,262
1487,US,7179,95
1488,US,23519,363
1489,US,7610,144
1490,US,8268,102
1491,US,11448,91
1492,US,1805,52
1493,US,938,15
1494,US,3248,68
1495,US,3432,80
1496,US,1311,25
1497,US,7244,82
1498,US,38980,528
1499,US,6535,70
1500,US,6386,89
1501,US,5539,67
1502,US,6988,66
1503,US,3817,62
1504,US,3072,26
1505,US,5680,84
1506,US,3333,88
1507,US,5035,49
1508,US,12769,181
1509,US,3581,75
1510,US,3163,37
1511,US,2701,43
1512,US,4843,54
1513,US,4033,81
1514,US,13865,173
1515,US,5064,59
1516,US,26870,160
1517,US,1825,35
1518,US,1847,29
1519,US,4777,71
1520,US,11291,165
1521,US,4742,78
1522,US,31008,330
1523,US,2698,56
1524,US,4959,88
1525,US,4184,69
1526,US,2960,50
1527,US,1641,29
1528,US,2051,28
1529,US,3055,50
1530,US,2773,48
1531,US,3998,90
1532,US,3287,51
1533,US,5070,71
1534,US,3846,101
1535,US,6516,84
1536,US,2312,37
1537,US,3073,44
1538,US,2148,51
1539,US,4332,54
1540,US,5537,75
1541,US,10453,124
1542,US,4424,63
1543,US,44987,183
1544,US,6467,84
1545,US,2479,55
1546,US,4362,98
1547,US,9232,149
1548,US,64756,668
1549,US,2949,68
1550,US,2186,34
1551,US,3164,55
1552,US,3704,46
1553,US,5800,95
1554,US,8910,136
1555,US,11469,136
1556,US,4004,47
1557,US,2839,51
1558,US,2091,53
1559,US,2200,52
1560,US,2596,60
1561,US,11265,139
1562,US,3887,73
1563,US,1575,23
1564,US,3845,56
1565,US,2416,41
1566,US,7174,114
1567,US,1942,31
1568,US,147524,1230
1569,US,27969,354
1570,US,4672,65
1571,US,1318,42
1572,US,2888,43
1573,US,49015,449
1574,US,3178,59
1575,US,8987,99
1576,US,23335,104
1577,US,4671,101
1578,US,1535,25
1579,US,0,0
1580,US,3186,56
1581,US,1699,28
1582,US,10439,222
1583,US,14506,157
1584,US,6822,89
1585,US,1520,35
1586,US,12112,186
1587,US,3466,48
1588,US,4503,56
1589,US,33209,357
1590,US,2048,17
1591,US,4051,71
1592,US,5127,65
1593,US,2585,38
1594,US,5063,45
1595,US,1234,13
1596,US,7689,124
1597,US,5619,64
1598,US,3159,51
1599,US,22573,238
1600,US,798,10
1601,US,1000,22
1602,US,7447,99
1603,US,733,16
1604,US,609,8
1605,US,2452,49
1606,US,2672,50
1607,US,2833,48
1608,US,548,18
1609,US,12437,176
1610,US,15195,148
1611,US,790,22
1612,US,5906,107
1613,US,2850,39
1614,US,34368,176
1615,US,679,16
1616,US,699,13
1617,US,8442,92
1618,US,2461,34
1619,US,13435,128
1620,US,12512,123
1621,US,8235,104
1622,US,11418,90
1623,US,967,24
1624,US,757,20
1625,US,2800,40
1626,US,1429,25
1627,US,391,6
1628,US,2222,26
1629,US,553,6
1630,US,1920,29
1631,US,11960,137
1632,US,1137,15
1633,US,509,13
1634,US,4640,40
1635,US,5764,71
1636,US,954,17
1637,US,178296,1377
1638,US,1381,22
1639,US,2341,30
1640,US,775,8
1641,US,7991,89
1642,US,370,12
1643,US,24249,211
1644,US,740,12
1645,US,3490,36
1646,US,1021,16
1647,US,12076,136
1648,US,4032,56
1649,US,2962,51
1650,US,9609,142
1651,US,1439,27
1652,US,9651,107
1653,US,1759,26
1654,US,10986,181
1655,US,1769,33
1656,US,742,12
1657,US,3796,67
1658,US,6105,80
1659,US,907,19
1660,US,2457,39
1661,US,4894,68
1662,US,1012,21
1663,US,1453,24
1664,US,0,0
1665,US,2614,27
1666,US,1691,33
1667,US,7110,70
1668,US,2281,40
1669,US,805,11
1670,US,22806,279
1671,US,1551,22
1672,US,3082,33
1673,US,16451,110
1674,US,1581,21
1675,US,965,24
1676,US,2155,43
1677,US,17109,275
1678,US,1577,38
1679,US,171398,1709
1680,US,8510,71
1681,US,60744,740
1682,US,902,19
1683,US,1812,23
1684,US,839,9
1685,US,1401,32
1686,US,530,12
1687,US,1923,27
1688,US,6649,85
1689,US,3022,31
1690,US,947,15
1691,US,0,0
1692,US,1996,24
1693,US,488,8
1694,US,1633,27
1695,US,598,10
1696,US,3456,56
1697,US,1036,17
1698,US,54648,528
1699,US,7849,115
1700,US,8543,125
1701,US,8514,79
1702,US,1751,38
1703,US,17377,239
1704,US,4665,53
1705,US,11175,173
1706,US,47400,353
1707,US,7822,74
1708,US,22965,212
1709,US,11447,165
1710,US,2761,29
1711,US,5402,72
1712,US,6698,89
1713,US,29211,258
1714,US,4769,58
1715,US,5085,66
1716,US,11819,105
1717,US,30220,212
1718,US,1357,24
1719,US,4334,55
1720,US,12062,123
1721,US,5400,84
1722,US,20166,235
1723,US,14559,83
1724,US,9744,110
1725,US,4788,58
1726,US,2850,59
1727,US,2776,35
1728,US,38888,447
1729,US,3299,57
1730,US,3701,22
1731,US,5308,58
1732,US,123211,727
1733,US,4992,74
1734,US,16967,256
1735,US,18619,192
1736,US,1483,35
1737,US,2809,57
1738,US,6043,93
1739,US,9998,74
1740,US,13675,205
1741,US,10071,151
1742,US,4849,51
1743,US,16837,159
1744,US,3156,30
1745,US,43810,491
1746,US,12843,234
1747,US,8537,91
1748,US,6908,110
1749,US,17694,185
1750,US,6406,61
1751,US,1109,31
1752,US,19791,284
1753,US,5233,84
1754,US,283708,2681
1755,US,19158,168
1756,US,9104,138
1757,US,54205,472
1758,US,6088,77
1759,US,15023,174
1760,US,4832,80
1761,US,27059,290
1762,US,5560,80
1763,US,3512,59
1764,US,5226,60
1765,US,9862,139
1766,US,5767,95
1767,US,8936,151
1768,US,3104,67
1769,US,10360,140
1770,US,3623,41
1771,US,35555,310
1772,US,5149,62
1773,US,8059,92
1774,US,10265,129
1775,US,4235,54
1776,US,6323,118
1777,US,23983,313
1778,US,7724,91
1779,US,3347,62
1780,US,7499,69
1781,US,2376,36
1782,US,9476,118
1783,US,3739,77
1784,US,4508,90
1785,US,11391,128
1786,US,6747,36
1787,US,13325,135
1788,US,19282,171
1789,US,2726,35
1790,US,8965,123
1791,US,23729,164
1792,US,3129,40
1793,US,2098,34
1794,US,4384,43
1795,US,16035,211
1796,US,25198,367
1797,US,6503,51
1798,US,22161,329
1799,US,879,23
1800,US,6680,70
1801,US,9819,79
1802,US,8412,100
1803,US,22918,124
1804,US,16931,186
1805,US,7547,104
1806,US,7089,67
1807,US,11868,146
1808,US,3570,48
1809,US,5128,50
1810,US,2761,48
1811,US,2504,0
1812,US,5532,63
1813,US,55374,428
1814,US,5103,71
1815,US,8354,106
1816,US,4920,52
1817,US,17191,234
1818,US,3577,31
1819,US,9530,60
1820,US,18944,311
1821,US,9060,147
1822,US,45368,311
1823,US,6803,73
1824,US,14381,218
1825,US,11209,145
1826,US,5002,117
1827,US,51124,549
1828,US,88694,1289
1829,US,68184,746
1830,US,4607,58
1831,US,1387,10
1832,US,3141,63
1833,US,4113,85
1834,US,6468,91
1835,US,9787,146
1836,US,144599,1430
1837,US,3349,39
1838,US,8365,179
1839,US,10224,165
1840,US,8879,195
1841,US,7541,100
1842,US,23908,274
1843,US,11668,157
1844,US,5604,85
1845,US,142493,1471
1846,US,8197,174
1847,US,5091,72
1848,US,79177,542
1849,US,35001,411
1850,US,15460,161
1851,US,47327,488
1852,US,3940,65
1853,US,8513,145
1854,US,13037,188
1855,US,114250,1196
1856,US,64890,866
1857,US,0,0
1858,US,7939,49
1859,US,7975,98
1860,US,42728,612
1861,US,2577,59
1862,US,9019,107
1863,US,8030,127
1864,US,14458,120
1865,US,17250,158
1866,US,2276,27
1867,US,7351,80
1868,US,13287,191
1869,US,27848,437
1870,US,15850,199
1871,US,15309,288
1872,US,91451,943
1873,US,45249,674
1874,US,1334,13
1875,US,38963,454
1876,US,1242,0
1877,US,8802,144
1878,US,19103,247
1879,US,11781,202
1880,US,16287,276
1881,US,14458,203
1882,US,9676,93
1883,US,4853,77
1884,US,3364,51
1885,US,5565,75
1886,US,28509,335
1887,US,18328,199
1888,US,66462,498
1889,US,7323,71
1890,US,10199,119
1891,US,30176,309
1892,US,8147,55
